datadate,permno,ticker,comnam,ret_fwd_1
2014-12-31,76149,SWY,SAFEWAY INC,
2014-12-31,75489,SPLS,STAPLES INC,-0.059051
2014-12-31,89301,GME,GAMESTOP CORP NEW,0.042899
2014-12-31,85914,BBY,BEST BUY COMPANY INC,-0.096973
2014-12-31,77606,KSS,KOHLS CORP,-0.021625
2014-12-31,48653,HUM,HUMANA INC,0.019564
2014-12-31,19502,WAG,WALGREEN CO,-0.032152
2014-12-31,13936,PVH,P V H CORP,-0.139736
2014-12-31,59328,INTC,INTEL CORP,-0.089556
2014-12-31,49154,TGT,TARGET CORP,-0.030299
2014-12-31,66384,WDC,WESTERN DIGITAL CORP,-0.12168
2014-12-31,85963,BRCM,BROADCOM CORP,-0.020655
2014-12-31,86580,NVDA,NVIDIA CORP,-0.042145
2014-12-31,10147,EMC,E M C CORP MA,-0.12811
2014-12-31,86979,JNPR,JUNIPER NETWORKS INC,0.018369
2014-12-31,75224,HAR,HARMAN INTL INDS INC NEW,0.214788
2014-12-31,17005,CVS,C V S HEALTH CORP,0.022843
2014-12-31,75607,SYMC,SYMANTEC CORP,-0.034496
2014-12-31,84373,DGX,QUEST DIAGNOSTICS INC,0.064718
2014-12-31,89179,WLP,WELLPOINT INC,0.073924
2014-12-31,92655,UNH,UNITEDHEALTH GROUP INC,0.051044
2014-12-31,79881,URBN,URBAN OUTFITTERS INC,-0.007686
2014-12-31,27983,XRX,XEROX CORP,-0.049784
2014-12-31,16678,KR,KROGER CO,0.075378
2014-12-31,15069,MRO,MARATHON OIL CORP,-0.059738
2014-12-31,50876,LLY,LILLY ELI & CO,0.04363
2014-12-31,77496,MHK,MOHAWK INDUSTRIES INC,0.062307
2014-12-31,40125,CSC,COMPUTER SCIENCES CORP,-0.037589
2014-12-31,55976,WMT,WAL MART STORES INC,-0.01048
2014-12-31,76076,CSCO,CISCO SYSTEMS INC,-0.045299
2014-12-31,85072,RL,RALPH LAUREN CORP,-0.098671
2014-12-31,47941,GCI,GANNETT CO INC,-0.028813
2014-12-31,20415,LUK,LEUCADIA NATIONAL CORP,0.011151
2014-12-31,77659,BBBY,BED BATH & BEYOND INC,-0.01838
2014-12-31,77462,M,MACYS INC,-0.028441
2014-12-31,89070,ZMH,ZIMMER HOLDINGS INC,-0.011638
2014-12-31,78034,PDCO,PATTERSON COMPANIES INC,0.04553
2014-12-31,60599,CTL,CENTURYLINK INC,-0.060889
2014-12-31,93096,DG,DOLLAR GENERAL CORP NEW,-0.051485
