datadate,permno,ticker,comnam,ret_fwd_1
2016-12-31,75489,SPLS,STAPLES INC,0.016175
2016-12-31,15408,KHC,KRAFT HEINZ CO,0.022161
2016-12-31,85914,BBY,BEST BUY COMPANY INC,0.042956
2016-12-31,77606,KSS,KOHLS CORP,-0.193798
2016-12-31,85072,RL,RALPH LAUREN CORP,-0.021326
2016-12-31,79881,URBN,URBAN OUTFITTERS INC,-0.068518
2016-12-31,13936,PVH,P V H CORP,0.039161
2016-12-31,89070,ZBH,ZIMMER BIOMET HOLDINGS INC,0.1462089999999999
2016-12-31,53613,MU,MICRON TECHNOLOGY INC,0.099509
2016-12-31,77281,WFM,WHOLE FOODS MARKET INC,-0.013404
2016-12-31,55976,WMT,WAL MART STORES INC,-0.0348329999999999
2016-12-31,66384,WDC,WESTERN DIGITAL CORP,0.1729629999999999
2016-12-31,89179,ANTM,ANTHEM INC,0.071729
2016-12-31,82598,NTAP,NETAPP INC,0.091463
2016-12-31,19502,WBA,WALGREENS BOOTS ALLIANCE INC,-0.010308
2016-12-31,41080,CMI,CUMMINS INC,0.075257
2016-12-31,86979,JNPR,JUNIPER NETWORKS INC,-0.052771
2016-12-31,77659,BBBY,BED BATH & BEYOND INC,-0.007536
2016-12-31,13963,NWSA,NEWS CORP NEW,0.072026
2016-12-31,21186,WRK,WESTROCK CO,0.050614
2016-12-31,75100,TIF,TIFFANY & CO NEW,0.01626
2016-12-31,52329,JEC,JACOBS ENGINEERING GROUP INC,0.0267929999999999
2016-12-31,80191,ALB,ALBEMARLE CORP,0.075808
2016-12-31,79265,FLIR,FLIR SYSTEMS INC,-0.024163
2016-12-31,59328,INTC,INTEL CORP,0.014764
2016-12-31,88661,COH,COACH INC,0.066133
2016-12-31,12062,LH,LABORATORY CORP AMERICA HLDGS,0.045012
2016-12-31,91103,UAL,UNITED CONTINENTAL HOLDINGS INC,-0.033468
2016-12-31,59010,GPS,GAP INC,0.025892
2016-12-31,89866,LKQ,L K Q CORP,0.040709
2016-12-31,15456,FL,FOOT LOCKER INC,-0.029671
2016-12-31,84373,DGX,QUEST DIAGNOSTICS INC,0.0047139999999999
2016-12-31,27983,XRX,XEROX CORP,0.109558
2016-12-31,48653,HUM,HUMANA INC,-0.026083
2016-12-31,60599,CTL,CENTURYLINK INC,0.087069
2016-12-31,77462,M,MACYS INC,-0.175491
2016-12-31,32707,HP,HELMERICH & PAYNE INC,-0.08102
2016-12-31,81481,DLTR,DOLLAR TREE INC,-0.00027
2016-12-31,23887,FTR,FRONTIER COMMUNICATIONS CORP,0.032144
2016-12-31,88845,AET,AETNA INC NEW,-0.041929
2016-12-31,25778,CA,C A INC,-0.016138
2016-12-31,49154,TGT,TARGET CORP,-0.107696
2016-12-31,78034,PDCO,PATTERSON COMPANIES INC,0.0195849999999999
2016-12-31,27633,R,RYDER SYSTEMS INC,0.04205
2016-12-31,76076,CSCO,CISCO SYSTEMS INC,0.024749
2016-12-31,90808,EXPE,EXPEDIA INC DE,0.072958
2016-12-31,66093,T,A T & T INC,0.0024219999999999
2016-12-31,52038,SYY,SYSCO CORP,-0.0469959999999999
2016-12-31,85035,QRVO,QORVO INC,0.2173129999999999
2016-12-31,87299,AKAM,AKAMAI TECHNOLOGIES INC,0.028244
2016-12-31,27828,HPQ,H P INC,0.013751
2016-12-31,25582,HRS,HARRIS CORP,0.001942
2016-12-31,93096,DG,DOLLAR GENERAL CORP NEW,-0.003775
2016-12-31,93002,AVGO,BROADCOM LTD,0.128185
2016-12-31,79237,RIG,TRANSOCEAN LTD,-0.052639
2016-12-31,85792,PWR,QUANTA SERVICES INC,0.029442
2016-12-31,92157,TEL,T E CONNECTIVITY LTD,0.072781
2016-12-31,75224,HAR,HARMAN INTL INDS INC NEW,-0.0004
2016-12-31,76282,AN,AUTONATION INC DEL,0.091481
2016-12-31,90373,DLR,DIGITAL REALTY TRUST INC,0.094959
2016-12-31,90305,EXR,EXTRA SPACE STORAGE INC,-0.067593
2016-12-31,89641,STX,SEAGATE TECHNOLOGY PLC,0.182466
2016-12-31,11762,ETN,EATON CORP PLC,0.054601
2016-12-31,89071,ACN,ACCENTURE PLC IRELAND,-0.028232
2016-12-31,17005,CVS,C V S HEALTH CORP,0.0046689999999999
2016-12-31,39538,MAT,MATTEL INC,-0.049039
2016-12-31,89017,WLTW,WILLIS TOWERS WATSON PUB LTD CO,0.022907
