datadate,permno,ticker,comnam,ret_fwd_1
2022-12-31,76082,CTRA,COTERRA ENERGY INC,0.015222
2022-12-31,84262,STLD,STEEL DYNAMICS INC,0.2313
2022-12-31,34817,NUE,NUCOR CORP,0.2788
2022-12-31,75241,PXD,PIONEER NATURAL RESOURCES CO,0.005082
2022-12-31,77661,DHI,D R HORTON INC,0.1036349999999999
2022-12-31,87137,DVN,DEVON ENERGY CORP NEW,0.024626
2022-12-31,85072,RL,RALPH LAUREN CORP,0.168545
2022-12-31,75825,EOG,EOG RESOURCES INC,0.023948
2022-12-31,82581,HSIC,SCHEIN HENRY INC,0.075128
2022-12-31,87445,TDY,TELEDYNE TECHNOLOGIES,0.0573889999999999
2022-12-31,13641,FANG,DIAMONDBACK ENERGY INC,0.064785
2022-12-31,40272,IFF,INTERNATIONAL FLAVORS & FRAG INC,0.069182
2022-12-31,19502,WBA,WALGREENS BOOTS ALLIANCE INC,-0.016883
2022-12-31,76614,REGN,REGENERON PHARMACEUTICALS INC,0.047755
2022-12-31,59328,INTC,INTEL CORP,0.0657399999999999
2022-12-31,13963,NWSA,NEWS CORP NEW,0.1096869999999999
2022-12-31,89866,LKQ,L K Q CORP,0.100413
2022-12-31,53613,MU,MICRON TECHNOLOGY INC,0.202983
2022-12-31,16678,KR,KROGER CO,-0.002378
2022-12-31,13928,COP,CONOCOPHILLIPS,0.029297
2022-12-31,54148,PHM,PULTE GROUP INC,0.246006
2022-12-31,79906,INCY,INCYTE CORP,0.05651
2022-12-31,60206,SNA,SNAP ON INC,0.0850819999999999
2022-12-31,85035,QRVO,QORVO INC,0.195309
2022-12-31,88661,TPR,TAPESTRY INC,0.193191
2022-12-31,77496,MHK,MOHAWK INDUSTRIES INC,0.171025
2022-12-31,15707,HPE,HEWLETT PACKARD ENTERPRISE CO,0.007152
2022-12-31,76841,BIIB,BIOGEN INC,0.046984
2022-12-31,86979,JNPR,JUNIPER NETWORKS INC,0.007138
2022-12-31,55976,WMT,WALMART INC,0.01117
2022-12-31,76095,HOLX,HOLOGIC INC,0.084189
2022-12-31,60628,FDX,FEDEX CORP,0.115784
2022-12-31,52708,LEN,LENNAR CORP,0.132135
2022-12-31,65541,COO,COOPER COMPANIES INC,0.051812
2022-12-31,15069,MRO,MARATHON OIL CORP,0.011277
2022-12-31,84373,DGX,QUEST DIAGNOSTICS INC,-0.050163
2022-12-31,90071,NRG,N R G ENERGY INC,0.083788
2022-12-31,20057,VTRS,VIATRIS INC,0.089043
2022-12-31,45911,SWKS,SKYWORKS SOLUTIONS INC,0.1999459999999999
2022-12-31,60599,LUMN,LUMEN TECHOLOGIES INC,0.002247
2022-12-31,12062,LH,LABORATORY CORP AMERICA HLDGS,0.067164
2022-12-31,59248,TAP,MOLSON COORS BEVERAGE CO,0.017075
2022-12-31,18312,MRNA,MODERNA INC,-0.02332
2022-12-31,76744,VRTX,VERTEX PHARMACEUTICALS INC,0.115345
2022-12-31,79545,BWA,BORGWARNER INC,0.171158
2022-12-31,86356,EBAY,EBAY INC,0.190134
2022-12-31,90386,MOS,MOSAIC CO NEW,0.125746
2022-12-31,66093,T,A T & T INC,0.118037
2022-12-31,79678,ATVI,ACTIVISION BLIZZARD INC,-0.0032389999999999
2022-12-31,77730,TSN,TYSON FOODS INC,0.0527249999999999
2022-12-31,81481,DLTR,DOLLAR TREE INC,0.058293
2022-12-31,85459,CHRW,CH ROBINSON WORLDWIDE INC,0.0905369999999999
2022-12-31,86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,0.163662
2022-12-31,42200,PKI,PERKINELMER INC,-0.022185
2022-12-31,48653,HUM,HUMANA INC,-0.0044569999999999
2022-12-31,89179,ELV,ELEVANCE HEALTH INC,-0.028804
2022-12-31,77649,STE,STERIS PLC NEW,0.114644
2022-12-31,81696,DISH,DISH NETWORK CORP,0.021429
2022-12-31,52230,RHI,ROBERT HALF INTERNATIONAL INC,0.133707
2022-12-31,13407,META,META PLATFORMS INC,0.234409
2022-12-31,85914,BBY,BEST BUY COMPANY INC,0.102597
2022-12-31,21186,WRK,WESTROCK CO,0.112541
2022-12-31,46674,GPC,GENUINE PARTS CO,-0.036293
2022-12-31,86964,FFIV,F 5 INC,0.025418
2022-12-31,17005,CVS,C V S HEALTH CORP,-0.0503399999999999
2022-12-31,93429,CBOE,C B O E GLOBAL MARKETS INC,-0.024142
2022-12-31,93002,AVGO,BROADCOM INC,0.042786
2022-12-31,89217,AAP,ADVANCE AUTO PARTS INC,0.032207
2022-12-31,92157,TEL,T E CONNECTIVITY LTD,0.1040779999999999
2022-12-31,43553,VFC,V F CORP,0.117108
2022-12-31,18592,CTVA,CORTEVA INC,0.092961
2022-12-31,90373,DLR,DIGITAL REALTY TRUST INC,0.139614
2022-12-31,11600,XRAY,DENTSPLY SIRONA INC,0.153221
2022-12-31,90305,EXR,EXTRA SPACE STORAGE INC,0.0688599999999999
2022-12-31,89269,CNC,CENTENE CORP DEL,-0.073857
